line	field	track	subtrack	group	staff	measure	qstart	tstart	qdur	tdur	pitch	chord	accent	marcato	sforzando	tenuto	staccato	trill	mordent	turn	sslur	eslur	ppitch	pqstart	ptstart	pqdur	ptdur	npitch	nqstart	ntstart	nqdur	ntdur
18	1	1	0	0	4	102	0	0	2	16	25	1	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	22	2	16	1	8
18	1	1	0	0	4	102	0	0	2	16	31	1	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	22	2	16	1	8
18	2	2	0	0	3	102	0	0	1.5	12	35	1	0	0	0	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	32	1.5	12	0.75	6
18	2	2	0	0	3	102	0	0	1.5	12	41	1	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	32	1.5	12	0.75	6
19	2	2	0	0	3	102	1.5	12	0.75	6	32	1	0	0	0	1	0	0	0	0	0	0	35	0	0	1.5	12	35	2.25	18	1.5	12
19	2	2	0	0	3	102	1.5	12	0.75	6	38	1	0	0	0	0	0	0	0	0	0	0	35	0	0	1.5	12	35	2.25	18	1.5	12
21	1	1	0	0	4	103	2	16	1	8	22	1	0	0	0	0	0	0	0	0	0	0	25	0	0	2	16	25	3	24	2	16
21	1	1	0	0	4	103	2	16	1	8	28	1	0	0	0	0	0	0	0	0	0	0	25	0	0	2	16	25	3	24	2	16
22	2	2	0	0	3	103	2.25	18	1.5	12	35	1	0	0	0	0	0	0	0	0	0	0	32	1.5	12	0.75	6	32	3.75	30	0.5	4
22	2	2	0	0	3	103	2.25	18	1.5	12	41	1	0	0	0	0	0	0	0	0	0	0	32	1.5	12	0.75	6	32	3.75	30	0.5	4
23	1	1	0	0	4	103	3	24	2	16	25	1	0	0	0	0	0	0	0	0	0	0	22	2	16	1	8	22	5	40	2	16
23	1	1	0	0	4	103	3	24	2	16	31	1	0	0	0	0	0	0	0	0	0	0	22	2	16	1	8	22	5	40	2	16
24	2	2	0	0	3	103	3.75	30	0.5	4	32	1	0	0	0	0	0	0	0	0	0	0	35	2.25	18	1.5	12	35	4.25	34	0.25	2
24	2	2	0	0	3	103	3.75	30	0.5	4	38	1	0	0	0	0	0	0	0	0	0	0	35	2.25	18	1.5	12	35	4.25	34	0.25	2
27	2	2	0	0	3	104	4.25	34	0.25	2	35	1	0	0	0	0	1	0	0	0	0	0	32	3.75	30	0.5	4	32	4.5	36	0.5	4
27	2	2	0	0	3	104	4.25	34	0.25	2	41	1	0	0	0	0	0	0	0	0	0	0	32	3.75	30	0.5	4	32	4.5	36	0.5	4
28	2	2	0	0	3	104	4.5	36	0.5	4	32	1	0	0	0	0	1	0	0	0	0	0	35	4.25	34	0.25	2	35	5	40	0.5	4
28	2	2	0	0	3	104	4.5	36	0.5	4	38	1	0	0	0	0	0	0	0	0	0	0	35	4.25	34	0.25	2	35	5	40	0.5	4
29	1	1	0	0	4	104	5	40	2	16	22	1	0	0	0	0	0	0	0	0	0	0	25	3	24	2	16	25	7	56	0.5	4
29	1	1	0	0	4	104	5	40	2	16	28	1	0	0	0	0	0	0	0	0	0	0	25	3	24	2	16	25	7	56	0.5	4
29	2	2	0	0	3	104	5	40	0.5	4	35	1	1	0	0	0	0	0	0	0	0	0	32	4.5	36	0.5	4	32	5.5	44	0.5	4
29	2	2	0	0	3	104	5	40	0.5	4	41	1	0	0	0	0	0	0	0	0	0	0	32	4.5	36	0.5	4	32	5.5	44	0.5	4
30	2	2	0	0	3	104	5.5	44	0.5	4	32	1	0	0	0	0	0	0	0	0	0	0	35	5	40	0.5	4	35	6	48	0.5	4
30	2	2	0	0	3	104	5.5	44	0.5	4	38	1	0	0	0	0	0	0	0	0	0	0	35	5	40	0.5	4	35	6	48	0.5	4
32	2	2	0	0	3	105	6	48	0.5	4	35	1	0	0	0	0	0	0	0	0	0	0	32	5.5	44	0.5	4	32	6.5	52	0.5	4
32	2	2	0	0	3	105	6	48	0.5	4	41	1	0	0	0	0	0	0	0	0	0	0	32	5.5	44	0.5	4	32	6.5	52	0.5	4
32	4	4	0	0	2	105	6	48	1.25	10	53	1	0	0	0	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	56	7.25	58	0.75	6
32	4	4	0	0	2	105	6	48	1.25	10	56	1	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	56	7.25	58	0.75	6
32	4	4	0	0	2	105	6	48	1.25	10	58	1	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	56	7.25	58	0.75	6
32	4	4	0	0	2	105	6	48	1.25	10	62	1	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	56	7.25	58	0.75	6
32	5	5	0	0	1	105	6	48	1	8	71	1	0	0	0	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	68	7	56	0.5	4
32	5	5	0	0	1	105	6	48	1	8	76	1	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	68	7	56	0.5	4
32	5	5	0	0	1	105	6	48	1	8	80	1	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	68	7	56	0.5	4
33	2	2	0	0	3	105	6.5	52	0.5	4	32	1	0	0	0	0	0	0	0	0	0	0	35	6	48	0.5	4	35	7	56	0.5	4
33	2	2	0	0	3	105	6.5	52	0.5	4	38	1	0	0	0	0	0	0	0	0	0	0	35	6	48	0.5	4	35	7	56	0.5	4
34	1	1	0	0	4	105	7	56	0.5	4	25	1	0	0	0	0	1	0	0	0	0	0	22	5	40	2	16	21	7.5	60	1	8
34	1	1	0	0	4	105	7	56	0.5	4	31	1	0	0	0	0	0	0	0	0	0	0	22	5	40	2	16	21	7.5	60	1	8
34	2	2	0	0	3	105	7	56	0.5	4	35	1	1	0	0	0	0	0	0	0	0	0	32	6.5	52	0.5	4	32	7.5	60	0.5	4
34	2	2	0	0	3	105	7	56	0.5	4	41	1	0	0	0	0	0	0	0	0	0	0	32	6.5	52	0.5	4	32	7.5	60	0.5	4
34	5	5	0	0	1	105	7	56	0.5	4	68	1	0	0	0	0	0	0	0	0	1	0	71	6	48	1	8	62	7.5	60	0.5	4
34	5	5	0	0	1	105	7	56	0.5	4	73	1	0	0	0	0	0	0	0	0	1	0	71	6	48	1	8	62	7.5	60	0.5	4
34	5	5	0	0	1	105	7	56	0.5	4	77	1	0	0	0	0	0	0	0	0	1	0	71	6	48	1	8	62	7.5	60	0.5	4
35	4	4	0	0	2	105	7.25	58	0.75	6	56	1	1	0	0	0	0	0	0	0	0	0	53	6	48	1.25	10	55	8	64	2	16
35	4	4	0	0	2	105	7.25	58	0.75	6	60	1	0	0	0	0	0	0	0	0	0	0	53	6	48	1.25	10	55	8	64	2	16
35	4	4	0	0	2	105	7.25	58	0.75	6	62	1	0	0	0	0	0	0	0	0	0	0	53	6	48	1.25	10	55	8	64	2	16
35	4	4	0	0	2	105	7.25	58	0.75	6	65	1	0	0	0	0	0	0	0	0	0	0	53	6	48	1.25	10	55	8	64	2	16
36	1	1	0	0	4	105	7.5	60	1	8	21	1	0	0	0	0	0	0	0	0	0	0	25	7	56	0.5	4	25	8.5	68	0.25	2
36	1	1	0	0	4	105	7.5	60	1	8	28	1	0	0	0	0	0	0	0	0	0	0	25	7	56	0.5	4	25	8.5	68	0.25	2
36	2	2	0	0	3	105	7.5	60	0.5	4	32	1	0	0	0	0	0	0	0	0	0	0	35	7	56	0.5	4	35	8	64	0.5	4
36	2	2	0	0	3	105	7.5	60	0.5	4	38	1	0	0	0	0	0	0	0	0	0	0	35	7	56	0.5	4	35	8	64	0.5	4
36	5	5	0	0	1	105	7.5	60	0.5	4	62	1	0	0	0	0	0	0	0	0	0	1	68	7	56	0.5	4	70	8	64	0.375	3
36	5	5	0	0	1	105	7.5	60	0.5	4	67	1	0	0	0	0	0	0	0	0	0	1	68	7	56	0.5	4	70	8	64	0.375	3
36	5	5	0	0	1	105	7.5	60	0.5	4	71	1	0	0	0	0	0	0	0	0	0	1	68	7	56	0.5	4	70	8	64	0.375	3
38	2	2	0	0	3	106	8	64	0.5	4	35	1	1	0	0	0	0	0	0	0	0	0	32	7.5	60	0.5	4	32	8.5	68	0.5	4
38	2	2	0	0	3	106	8	64	0.5	4	41	1	0	0	0	0	0	0	0	0	0	0	32	7.5	60	0.5	4	32	8.5	68	0.5	4
38	4	4	0	0	2	106	8	64	2	16	55	1	0	0	0	0	0	0	0	0	0	0	56	7.25	58	0.75	6	53	10	80	1.25	10
38	4	4	0	0	2	106	8	64	2	16	58	1	0	0	0	0	0	0	0	0	0	0	56	7.25	58	0.75	6	53	10	80	1.25	10
38	4	4	0	0	2	106	8	64	2	16	63	1	0	0	0	0	0	0	0	0	0	0	56	7.25	58	0.75	6	53	10	80	1.25	10
38	5	5	0	0	1	106	8	64	0.375	3	70	1	0	0	0	1	0	0	0	0	0	0	62	7.5	60	0.5	4	69	8.375	67	0.125	1
38	5	5	0	0	1	106	8	64	0.375	3	75	1	0	0	0	0	0	0	0	0	0	0	62	7.5	60	0.5	4	69	8.375	67	0.125	1
38	5	5	0	0	1	106	8	64	0.375	3	79	1	0	0	0	0	0	0	0	0	0	0	62	7.5	60	0.5	4	69	8.375	67	0.125	1
38	5	5	0	0	1	106	8	64	0.375	3	82	1	0	0	0	0	0	0	0	0	0	0	62	7.5	60	0.5	4	69	8.375	67	0.125	1
39	5	5	0	0	1	106	8.375	67	0.125	1	69	1	1	0	0	0	0	0	0	0	1	0	70	8	64	0.375	3	70	8.5	68	1.5	12
39	5	5	0	0	1	106	8.375	67	0.125	1	73	1	0	0	0	0	0	0	0	0	1	0	70	8	64	0.375	3	70	8.5	68	1.5	12
39	5	5	0	0	1	106	8.375	67	0.125	1	76	1	0	0	0	0	0	0	0	0	1	0	70	8	64	0.375	3	70	8.5	68	1.5	12
40	1	1	0	0	4	106	8.5	68	0.25	2	25	1	0	0	0	0	1	0	0	0	0	0	21	7.5	60	1	8	21	8.75	70	2.5	20
40	1	1	0	0	4	106	8.5	68	0.25	2	31	1	0	0	0	0	0	0	0	0	0	0	21	7.5	60	1	8	21	8.75	70	2.5	20
40	2	2	0	0	3	106	8.5	68	0.5	4	32	1	0	0	0	0	0	0	0	0	0	0	35	8	64	0.5	4	35	9	72	0.5	4
40	2	2	0	0	3	106	8.5	68	0.5	4	38	1	0	0	0	0	0	0	0	0	0	0	35	8	64	0.5	4	35	9	72	0.5	4
40	5	5	0	0	1	106	8.5	68	1.5	12	70	1	0	0	0	0	0	0	0	0	0	0	69	8.375	67	0.125	1	71	10	80	1	8
40	5	5	0	0	1	106	8.5	68	1.5	12	75	1	0	0	0	0	0	0	0	0	0	0	69	8.375	67	0.125	1	71	10	80	1	8
40	5	5	0	0	1	106	8.5	68	1.5	12	79	1	0	0	0	0	0	0	0	0	0	0	69	8.375	67	0.125	1	71	10	80	1	8
40	5	5	0	0	1	106	8.5	68	1.5	12	82	1	0	0	0	0	0	0	0	0	0	0	69	8.375	67	0.125	1	71	10	80	1	8
41	1	1	0	0	4	106	8.75	70	2.5	20	21	1	0	0	0	1	0	0	0	0	0	0	25	8.5	68	0.25	2	25	11.25	90	2	16
41	1	1	0	0	4	106	8.75	70	2.5	20	28	1	0	0	0	0	0	0	0	0	0	0	25	8.5	68	0.25	2	25	11.25	90	2	16
42	2	2	0	0	3	106	9	72	0.5	4	35	1	0	0	0	0	0	0	0	0	0	0	32	8.5	68	0.5	4	32	9.5	76	0.5	4
42	2	2	0	0	3	106	9	72	0.5	4	41	1	0	0	0	0	0	0	0	0	0	0	32	8.5	68	0.5	4	32	9.5	76	0.5	4
43	2	2	0	0	3	106	9.5	76	0.5	4	32	1	0	0	0	0	0	0	0	0	0	0	35	9	72	0.5	4	35	10	80	1.5	12
43	2	2	0	0	3	106	9.5	76	0.5	4	38	1	0	0	0	0	0	0	0	0	0	0	35	9	72	0.5	4	35	10	80	1.5	12
45	2	2	0	0	3	107	10	80	1.5	12	35	1	0	0	0	1	0	0	0	0	0	0	32	9.5	76	0.5	4	32	11.5	92	0.75	6
45	2	2	0	0	3	107	10	80	1.5	12	41	1	0	0	0	0	0	0	0	0	0	0	32	9.5	76	0.5	4	32	11.5	92	0.75	6
45	4	4	0	0	2	107	10	80	1.25	10	53	1	0	0	0	1	0	0	0	0	0	0	55	8	64	2	16	56	11.25	90	0.75	6
