line	field	track	subtrack	group	staff	measure	qstart	tstart	qdur	tdur	pitch	chord	accent	marcato	sforzando	tenuto	staccato	trill	mordent	turn	sslur	eslur	ppitch	pqstart	ptstart	pqdur	ptdur	npitch	nqstart	ntstart	nqdur	ntdur
17	1	1	0	0	2	1	0	0	3	12	39	1	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	51	3	12	3	12
17	1	1	0	0	2	1	0	0	3	12	46	1	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	51	3	12	3	12
17	1	1	0	0	2	1	0	0	3	12	51	1	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	51	3	12	3	12
17	1	1	0	0	2	1	0	0	3	12	54	1	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	51	3	12	3	12
17	1	1	0	0	2	1	0	0	3	12	58	1	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	51	3	12	3	12
18	2	2	0	0	1	1	0.5	2	0.5	2	78	0	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	-1	77	1	4	0.5	2
19	2	2	0	0	1	1	1	4	0.5	2	77	0	0	0	0	0	0	0	0	0	0	0	78	0.5	2	0.5	2	80	1.5	6	0.5	2
20	2	2	0	0	1	1	1.5	6	0.5	2	80	0	0	0	0	0	0	0	0	0	0	0	77	1	4	0.5	2	77	2	8	0.5	2
21	2	2	0	0	1	1	2	8	0.5	2	77	0	0	0	0	0	0	0	0	0	0	0	80	1.5	6	0.5	2	78	2.5	10	0.5	2
22	2	2	0	0	1	1	2.5	10	0.5	2	78	0	0	0	0	0	0	0	0	0	0	0	77	2	8	0.5	2	77	3	12	0.5	2
24	1	1	0	0	2	2	3	12	3	12	51	1	0	0	0	0	0	0	0	0	0	0	39	0	0	3	12	-1	-1	-1	-1	-1
24	1	1	0	0	2	2	3	12	3	12	54	1	0	0	0	0	0	0	0	0	0	0	39	0	0	3	12	-1	-1	-1	-1	-1
24	1	1	0	0	2	2	3	12	3	12	58	1	0	0	0	0	0	0	0	0	0	0	39	0	0	3	12	-1	-1	-1	-1	-1
24	1	1	0	0	2	2	3	12	3	12	63	1	0	0	0	0	0	0	0	0	0	0	39	0	0	3	12	-1	-1	-1	-1	-1
24	2	2	0	0	1	2	3	12	0.5	2	77	0	0	0	0	0	0	0	0	0	0	1	78	2.5	10	0.5	2	75	4	16	1	4
26	2	2	0	0	1	2	4	16	1	4	75	0	0	0	0	0	0	0	0	0	1	0	77	3	12	0.5	2	73	5	20	0.75	3
28	2	2	0	0	1	2	5	20	0.75	3	73	0	0	0	0	0	0	0	0	0	0	0	75	4	16	1	4	70	5.75	23	0.25	1
29	2	2	0	0	1	2	5.75	23	0.25	1	70	0	0	0	0	0	0	0	0	0	0	1	73	5	20	0.75	3	-1	-1	-1	-1	-1
