line	field	track	subtrack	group	staff	measure	qstart	tstart	qdur	tdur	pitch	chord	accent	marcato	sforzando	tenuto	staccato	trill	mordent	turn	sslur	eslur	ppitch	pqstart	ptstart	pqdur	ptdur	npitch	nqstart	ntstart	nqdur	ntdur
17	2	2	0	0	3	67	0	0	0.5	4	61	0	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	-1	63	0.5	4	0.5	4
17	4	4	0	0	2	67	0	0	3	24	71	1	0	0	0	0	1	0	0	0	0	0	-1	-1	-1	-1	-1	61	3	24	3	24
17	4	4	0	0	2	67	0	0	3	24	73	1	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	61	3	24	3	24
17	5	5	0	0	1	67	0	0	0.5	4	92	0	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	-1	-1	90	0.5	4	0.5	4
18	2	2	0	0	3	67	0.5	4	0.5	4	63	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0.5	4	65	1	8	0.5	4
18	5	5	0	0	1	67	0.5	4	0.5	4	90	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0.5	4	80	1	8	0.5	4
19	2	2	0	0	3	67	1	8	0.5	4	65	0	0	0	0	0	0	0	0	0	0	0	63	0.5	4	0.5	4	63	1.5	12	0.5	4
19	5	5	0	0	1	67	1	8	0.5	4	80	0	0	0	0	0	0	0	0	0	0	0	90	0.5	4	0.5	4	80	1.5	12	0.5	4
20	1	1	0	0	4	67	1.5	12	1.5	12	35	1	0	0	0	0	1	0	0	0	0	0	-1	-1	-1	-1	-1	32	3	24	1.5	12
20	1	1	0	0	4	67	1.5	12	1.5	12	47	1	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	32	3	24	1.5	12
20	2	2	0	0	3	67	1.5	12	0.5	4	63	0	0	0	0	0	0	0	0	0	0	0	65	1	8	0.5	4	61	2	16	0.5	4
20	5	5	0	0	1	67	1.5	12	0.5	4	80	0	0	0	0	0	0	0	0	0	0	0	80	1	8	0.5	4	78	2	16	0.5	4
21	2	2	0	0	3	67	2	16	0.5	4	61	0	0	0	0	0	0	0	0	0	0	0	63	1.5	12	0.5	4	59	2.5	20	0.5	4
21	5	5	0	0	1	67	2	16	0.5	4	78	0	0	0	0	0	0	0	0	0	0	0	80	1.5	12	0.5	4	68	2.5	20	0.5	4
22	2	2	0	0	3	67	2.5	20	0.5	4	59	0	0	0	0	0	0	0	0	0	0	1	61	2	16	0.5	4	61	3	24	0.5	4
22	5	5	0	0	1	67	2.5	20	0.5	4	68	0	0	0	0	0	0	0	0	0	0	0	78	2	16	0.5	4	78	3	24	0.5	4
23	1	1	0	0	4	67	3	24	1.5	12	32	1	0	0	0	0	1	0	0	0	0	0	35	1.5	12	1.5	12	35	10.5	84	1.5	12
23	1	1	0	0	4	67	3	24	1.5	12	44	1	0	0	0	0	0	0	0	0	0	0	35	1.5	12	1.5	12	35	10.5	84	1.5	12
23	2	2	0	0	3	67	3	24	0.5	4	61	0	0	0	0	0	0	0	0	0	1	0	59	2.5	20	0.5	4	63	3.5	28	0.5	4
23	4	4	0	0	2	67	3	24	3	24	61	1	0	0	0	0	1	0	0	0	0	0	71	0	0	3	24	66	6	48	3	24
23	4	4	0	0	2	67	3	24	3	24	63	1	0	0	0	0	0	0	0	0	0	0	71	0	0	3	24	66	6	48	3	24
