accents	0	4
accents	2	1
accents	3	2
accents	4	2
accents	6	2
accents	9	2
accents	12	4
accents	14	1
accents	15	2
accents	16	2
accents	18	4
accents	20	1
accents	21	2
accents	22	2
accents	24	4
accents	26	1
accents	27	2
accents	28	2
accents	30	2
accents	33	2
accents	36	4
accents	38	1
accents	39	2
accents	40	2
accents	42	4
accents	44	1
accents	45	2
accents	46	2
