line	field	track	subtrack	group	staff	measure	qstart	tstart	qdur	tdur	pitch	chord	accent	marcato	sforzando	tenuto	staccato	trill	mordent	turn	sslur	eslur	ppitch	pqstart	ptstart	pqdur	ptdur	npitch	nqstart	ntstart	nqdur	ntdur
18	1	1	0	1	6	34	0	0	1	6	36	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	45	1	6	1	6
18	3	3	0	1	5	34	0	0	1	6	48	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	57	1	6	1	6
18	5	5	0	2	4	34	0	0	0.333333	2	55	0	0	0	0	0	1	0	0	0	0	0	-1	-1	-1	-1	-1	55	0.333333	2	0.333333	2
18	7	7	0	2	3	34	0	0	0.333333	2	63	0	0	0	0	0	1	0	0	0	0	0	-1	-1	-1	-1	-1	63	0.333333	2	0.333333	2
18	9	9	0	2	2	34	0	0	0.333333	2	67	0	0	0	0	0	1	0	0	0	0	0	-1	-1	-1	-1	-1	67	0.333333	2	0.333333	2
19	5	5	0	2	4	34	0.333333	2	0.333333	2	55	0	0	0	0	0	1	0	0	0	0	0	55	0	0	0.333333	2	55	1.5	9	0.5	3
19	7	7	0	2	3	34	0.333333	2	0.333333	2	63	0	0	0	0	0	1	0	0	0	0	0	63	0	0	0.333333	2	63	1.5	9	0.5	3
19	9	9	0	2	2	34	0.333333	2	0.333333	2	67	0	0	0	0	0	1	0	0	0	0	0	67	0	0	0.333333	2	67	1.5	9	0.5	3
21	1	1	0	1	6	34	1	6	1	6	45	0	0	0	0	0	0	0	0	0	0	0	36	0	0	1	6	33	2	12	1	6
21	3	3	0	1	5	34	1	6	1	6	57	0	0	0	0	0	0	0	0	0	0	0	48	0	0	1	6	45	2	12	1	6
22	5	5	0	2	4	34	1.5	9	0.5	3	55	0	0	0	0	0	0	0	0	0	0	0	55	0.333333	2	0.333333	2	55	3	18	0.333333	2
22	7	7	0	2	3	34	1.5	9	0.5	3	63	0	0	0	0	0	0	0	0	0	0	0	63	0.333333	2	0.333333	2	63	3	18	0.333333	2
22	9	9	0	2	2	34	1.5	9	0.5	3	67	0	0	0	0	0	0	0	0	0	0	0	67	0.333333	2	0.333333	2	67	3	18	0.333333	2
23	1	1	0	1	6	34	2	12	1	6	33	0	0	0	0	0	0	0	0	0	0	0	45	1	6	1	6	36	3	18	1	6
23	3	3	0	1	5	34	2	12	1	6	45	0	0	0	0	0	0	0	0	0	0	0	57	1	6	1	6	48	3	18	1	6
24	1	1	0	1	6	34	3	18	1	6	36	0	0	0	0	0	0	0	0	0	0	0	33	2	12	1	6	45	4	24	1	6
24	3	3	0	1	5	34	3	18	1	6	48	0	0	0	0	0	0	0	0	0	0	0	45	2	12	1	6	57	4	24	1	6
24	5	5	0	2	4	34	3	18	0.333333	2	55	0	0	0	0	0	1	0	0	0	0	0	55	1.5	9	0.5	3	55	3.33333	20	0.333333	2
24	7	7	0	2	3	34	3	18	0.333333	2	63	0	0	0	0	0	1	0	0	0	0	0	63	1.5	9	0.5	3	63	3.33333	20	0.333333	2
24	9	9	0	2	2	34	3	18	0.333333	2	67	0	0	0	0	0	1	0	0	0	0	0	67	1.5	9	0.5	3	67	3.33333	20	0.333333	2
25	5	5	0	2	4	34	3.33333	20	0.333333	2	55	0	0	0	0	0	1	0	0	0	0	0	55	3	18	0.333333	2	55	4	24	0.333333	2
25	7	7	0	2	3	34	3.33333	20	0.333333	2	63	0	0	0	0	0	1	0	0	0	0	0	63	3	18	0.333333	2	63	4	24	0.333333	2
25	9	9	0	2	2	34	3.33333	20	0.333333	2	67	0	0	0	0	0	1	0	0	0	0	0	67	3	18	0.333333	2	67	4	24	0.333333	2
28	1	1	0	1	6	35	4	24	1	6	45	0	0	0	0	0	0	0	0	0	0	0	36	3	18	1	6	33	5	30	1	6
