line	field	track	subtrack	group	staff	measure	qstart	tstart	qdur	tdur	pitch	chord	accent	marcato	sforzando	tenuto	staccato	trill	mordent	turn	sslur	eslur	ppitch	pqstart	ptstart	pqdur	ptdur	npitch	nqstart	ntstart	nqdur	ntdur
17	1	1	0	0	18	255	0	0	0.666667	8	33	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	40	6	72	0.666667	8
17	2	2	0	0	17	255	0	0	0.666667	8	57	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	52	6	72	0.666667	8
17	3	3	0	0	16	255	0	0	0.666667	8	64	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	66	3	36	0.666667	8
17	5	5	0	0	15	255	0	0	0.666667	8	77	0	1	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	69	1	12	0.666667	8
17	6	6	0	0	14	255	0	0	0.666667	8	77	0	1	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	69	1	12	0.666667	8
17	8	8	0	0	13	255	0	0	1	12	33	1	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	59	4	48	1	12
17	8	8	0	0	13	255	0	0	1	12	45	1	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	59	4	48	1	12
17	9	9	0	0	12	255	0	0	0.5	6	76	1	1	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	69	1	12	1	12
17	9	9	0	0	12	255	0	0	0.5	6	88	1	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	69	1	12	1	12
17	13	13	0	0	9	255	0	0	0.5	6	65	0	1	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	63	1	12	1	12
17	14	14	0	0	8	255	0	0	1	12	65	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	74	3	36	1	12
17	15	15	0	0	7	255	0	0	3	36	66	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	60	3	36	1.5	18
17	16	16	0	0	6	255	0	0	1	12	57	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	52	6	72	0.666667	8
17	17	17	0	0	5	255	0	0	0.5	6	82	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	64	3	36	0.666667	8
17	18	18	0	0	4	255	0	0	0.5	6	82	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
17	19	19	0	0	3	255	0	0	0.666667	8	77	0	1	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	69	1	12	0.666667	8
17	20	20	0	0	2	255	0	0	0.5	6	88	0	0	0	0	0	1	0	0	0	0	0	-1	-1	-1	-1	-1	88	0.75	9	0.25	3
18	10	10	0	0	11	255	0.5	6	0.5	6	-13988	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-13988	1	12	0.5	6
20	20	20	0	0	2	255	0.75	9	0.25	3	88	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0.5	6	93	1	12	0.75	9
20	21	21	0	0	1	255	0.75	9	0.25	3	100	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	105	1	12	0.75	9
21	5	5	0	0	15	255	1	12	0.666667	8	69	0	1	0	0	0	0	0	0	0	0	0	77	0	0	0.666667	8	86	2	24	0.666667	8
21	6	6	0	0	14	255	1	12	0.666667	8	69	0	1	0	0	0	0	0	0	0	0	0	77	0	0	0.666667	8	85	2	24	0	0
21	9	9	0	0	12	255	1	12	1	12	69	0	1	0	0	0	0	0	0	0	0	0	76	0	0	0.5	6	85	2	24	0	0
21	13	13	0	0	9	255	1	12	1	12	63	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0.5	6	68	2	24	1	12
21	19	19	0	0	3	255	1	12	0.666667	8	69	0	1	0	0	0	0	0	0	0	0	0	77	0	0	0.666667	8	85	2	24	0	0
21	20	20	0	0	2	255	1	12	0.75	9	93	0	0	0	0	0	0	0	0	0	0	0	88	0.75	9	0.25	3	93	1.75	21	0.25	3
21	21	21	0	0	1	255	1	12	0.75	9	105	0	0	0	0	0	0	0	0	0	0	0	100	0.75	9	0.25	3	105	1.75	21	0.25	3
22	10	10	0	0	11	255	1.5	18	0.5	6	-13988	0	0	0	0	0	0	0	0	0	0	0	-13988	1	12	0.5	6	-13988	2	24	0.5	6
24	20	20	0	0	2	255	1.75	21	0.25	3	93	0	0	0	0	0	0	0	0	0	0	0	93	1	12	0.75	9	92	2	24	0.75	9
24	21	21	0	0	1	255	1.75	21	0.25	3	105	0	0	0	0	0	0	0	0	0	0	0	105	1	12	0.75	9	104	2	24	0.75	9
25	6	6	0	0	14	255	2	24	0	0	85	0	0	0	0	0	0	0	0	0	1	0	69	1	12	0.666667	8	86	2	24	0.666667	8
25	9	9	0	0	12	255	2	24	0	0	85	0	0	0	0	0	0	0	0	0	1	0	69	1	12	1	12	86	2	24	1	12
25	19	19	0	0	3	255	2	24	0	0	85	0	0	0	0	0	0	0	0	0	1	0	69	1	12	0.666667	8	86	2	24	0.666667	8
26	5	5	0	0	15	255	2	24	0.666667	8	86	0	1	0	0	0	0	0	0	0	0	0	69	1	12	0.666667	8	85	3	36	0.666667	8
26	6	6	0	0	14	255	2	24	0.666667	8	86	0	1	0	0	0	0	0	0	0	0	1	85	2	24	0	0	85	3	36	0.333333	4
26	9	9	0	0	12	255	2	24	1	12	86	0	1	0	0	0	0	0	0	0	0	1	85	2	24	0	0	66	3	36	1	12
26	13	13	0	0	9	255	2	24	1	12	68	0	0	0	0	0	0	0	0	0	0	0	63	1	12	1	12	73	3	36	0	0
26	19	19	0	0	3	255	2	24	0.666667	8	86	0	1	0	0	0	0	0	0	0	0	1	85	2	24	0	0	85	3	36	0.333333	4
26	20	20	0	0	2	255	2	24	0.75	9	92	0	0	0	0	0	0	0	0	0	0	0	93	1.75	21	0.25	3	92	2.75	33	0.25	3
26	21	21	0	0	1	255	2	24	0.75	9	104	0	0	0	0	0	0	0	0	0	0	0	105	1.75	21	0.25	3	104	2.75	33	0.25	3
27	10	10	0	0	11	255	2.5	30	0.5	6	-13988	0	0	0	0	0	0	0	0	0	0	0	-13988	2	24	0.5	6	-13988	3	36	1	12
29	20	20	0	0	2	255	2.75	33	0.25	3	92	0	0	0	0	0	0	0	0	0	0	0	92	2	24	0.75	9	93	3	36	1	12
29	21	21	0	0	1	255	2.75	33	0.25	3	104	0	0	0	0	0	0	0	0	0	0	0	104	2	24	0.75	9	105	3	36	1	12
31	13	13	0	0	9	256	3	36	0	0	73	0	0	0	0	0	0	0	0	0	0	0	68	2	24	1	12	70	3	36	0.5	6
32	3	3	0	0	16	256	3	36	0.666667	8	66	0	1	0	0	0	0	0	0	0	0	0	64	0	0	0.666667	8	59	4	48	0.666667	8
32	5	5	0	0	15	256	3	36	0.666667	8	85	0	0	0	0	0	0	0	0	0	0	0	86	2	24	0.666667	8	80	4	48	0.666667	8
32	6	6	0	0	14	256	3	36	0.333333	4	85	0	0	0	0	0	0	0	0	0	0	0	86	2	24	0.666667	8	83	3.33333	40	0.333333	4
32	9	9	0	0	12	256	3	36	1	12	66	0	1	0	0	0	0	0	0	0	0	0	86	2	24	1	12	71	5	60	0	0
32	13	13	0	0	9	256	3	36	0.5	6	70	0	0	0	0	0	0	0	0	0	0	0	73	3	36	0	0	70	4	48	0.5	6
32	14	14	0	0	8	256	3	36	1	12	74	0	0	0	0	0	0	0	0	0	0	0	65	0	0	1	12	64	5	60	1	12
32	15	15	0	0	7	256	3	36	1.5	18	60	0	0	0	0	0	0	0	0	0	0	0	66	0	0	3	36	61	4.5	54	0.5	6
32	17	17	0	0	5	256	3	36	0.666667	8	64	0	1	0	0	0	0	0	0	0	0	0	82	0	0	0.5	6	57	4	48	0.666667	8
32	19	19	0	0	3	256	3	36	0.333333	4	85	0	0	0	0	0	0	0	0	0	0	0	86	2	24	0.666667	8	83	3.33333	40	0.333333	4
32	20	20	0	0	2	256	3	36	1	12	93	0	0	0	0	0	0	0	0	0	1	0	92	2.75	33	0.25	3	88	4	48	0.5	6
32	21	21	0	0	1	256	3	36	1	12	105	0	0	0	0	0	0	0	0	0	1	0	104	2.75	33	0.25	3	100	4	48	0.5	6
33	6	6	0	0	14	256	3.33333	40	0.333333	4	83	0	0	0	0	0	0	0	0	0	0	0	85	3	36	0.333333	4	81	3.66667	44	0.333333	4
33	19	19	0	0	3	256	3.33333	40	0.333333	4	83	0	0	0	0	0	0	0	0	0	0	0	85	3	36	0.333333	4	81	3.66667	44	0.333333	4
35	6	6	0	0	14	256	3.66667	44	0.333333	4	81	0	0	0	0	0	0	0	0	0	0	0	83	3.33333	40	0.333333	4	80	4	48	0.333333	4
35	19	19	0	0	3	256	3.66667	44	0.333333	4	81	0	0	0	0	0	0	0	0	0	0	0	83	3.33333	40	0.333333	4	80	4	48	0.333333	4
36	3	3	0	0	16	256	4	48	0.666667	8	59	0	1	0	0	0	0	0	0	0	0	0	66	3	36	0.666667	8	72	5	60	0	0
36	5	5	0	0	15	256	4	48	0.666667	8	80	0	0	0	0	0	0	0	0	0	0	0	85	3	36	0.666667	8	74	5	60	0.666667	8
36	6	6	0	0	14	256	4	48	0.333333	4	80	0	0	0	0	0	0	0	0	0	0	0	81	3.66667	44	0.333333	4	78	4.33333	52	0.333333	4
36	8	8	0	0	13	256	4	48	1	12	59	0	1	0	0	0	0	0	0	0	0	0	33	0	0	1	12	52	6	72	1	12
36	10	10	0	0	11	256	4	48	0.5	6	-13988	0	0	0	0	0	0	0	0	0	0	0	-13988	3	36	1	12	-13988	4.5	54	0.5	6
36	13	13	0	0	9	256	4	48	0.5	6	70	0	0	0	0	0	0	0	0	0	0	0	70	3	36	0.5	6	70	4.5	54	0.166667	2
