line	field	track	subtrack	group	staff	measure	qstart	tstart	qdur	tdur	pitch	chord	accent	marcato	sforzando	tenuto	staccato	trill	mordent	turn	sslur	eslur	ppitch	pqstart	ptstart	pqdur	ptdur	npitch	nqstart	ntstart	nqdur	ntdur
18	3	3	0	1	5	1	0	0	0.5	2	69	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	60	0.5	2	0.5	2
18	6	6	0	2	3	1	0	0	0.5	2	69	0	1	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	67	0.5	2	0.5	2
19	3	3	0	1	5	1	0.5	2	0.5	2	60	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0.5	2	60	2	8	0.5	2
19	5	5	0	2	4	1	0.5	2	0.5	2	40	0	1	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	41	1	4	0.5	2
19	6	6	0	2	3	1	0.5	2	0.5	2	67	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0.5	2	69	1.5	6	0.5	2
20	5	5	0	2	4	1	1	4	0.5	2	41	0	0	0	0	0	0	0	0	0	0	0	40	0.5	2	0.5	2	40	2	8	0.5	2
21	6	6	0	2	3	1	1.5	6	0.5	2	69	0	0	0	0	0	0	0	0	0	0	0	67	0.5	2	0.5	2	67	2	8	0.5	2
22	1	1	0	1	6	1	2	8	0.5	2	67	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	69	3	12	0.5	2
22	3	3	0	1	5	1	2	8	0.5	2	60	0	0	0	0	0	0	0	0	0	0	0	60	0.5	2	0.5	2	69	3	12	0.5	2
22	5	5	0	2	4	1	2	8	0.5	2	40	0	1	0	0	0	0	0	0	0	0	0	41	1	4	0.5	2	41	2.5	10	0.5	2
22	6	6	0	2	3	1	2	8	0.5	2	67	0	1	0	0	0	0	0	0	0	0	0	69	1.5	6	0.5	2	69	3	12	0.5	2
23	5	5	0	2	4	1	2.5	10	0.5	2	41	0	0	0	0	0	0	0	0	0	0	0	40	2	8	0.5	2	40	3.5	14	0.5	2
25	1	1	0	1	6	2	3	12	0.5	2	69	0	0	0	0	0	0	0	0	0	0	0	67	2	8	0.5	2	60	3.5	14	0.5	2
25	3	3	0	1	5	2	3	12	0.5	2	69	0	0	0	0	0	0	0	0	0	0	0	60	2	8	0.5	2	67	5	20	0.5	2
25	6	6	0	2	3	2	3	12	0.5	2	69	0	1	0	0	0	0	0	0	0	0	0	67	2	8	0.5	2	67	3.5	14	0.5	2
26	1	1	0	1	6	2	3.5	14	0.5	2	60	0	0	0	0	0	0	0	0	0	0	0	69	3	12	0.5	2	60	5	20	0.5	2
26	5	5	0	2	4	2	3.5	14	0.5	2	40	0	1	0	0	0	0	0	0	0	0	0	41	2.5	10	0.5	2	41	4	16	0.5	2
26	6	6	0	2	3	2	3.5	14	0.5	2	67	0	0	0	0	0	0	0	0	0	0	0	69	3	12	0.5	2	69	4.5	18	0.5	2
27	5	5	0	2	4	2	4	16	0.5	2	41	0	0	0	0	0	0	0	0	0	0	0	40	3.5	14	0.5	2	40	5	20	0.5	2
28	6	6	0	2	3	2	4.5	18	0.5	2	69	0	0	0	0	0	0	0	0	0	0	0	67	3.5	14	0.5	2	67	5	20	0.5	2
29	1	1	0	1	6	2	5	20	0.5	2	60	0	0	0	0	0	0	0	0	0	0	0	60	3.5	14	0.5	2	69	6	24	0.5	2
29	3	3	0	1	5	2	5	20	0.5	2	67	0	0	0	0	0	0	0	0	0	0	0	69	3	12	0.5	2	69	6	24	0.5	2
29	5	5	0	2	4	2	5	20	0.5	2	40	0	1	0	0	0	0	0	0	0	0	0	41	4	16	0.5	2	41	5.5	22	0.5	2
29	6	6	0	2	3	2	5	20	0.5	2	67	0	1	0	0	0	0	0	0	0	0	0	69	4.5	18	0.5	2	69	6	24	0.5	2
30	5	5	0	2	4	2	5.5	22	0.5	2	41	0	0	0	0	0	0	0	0	0	0	0	40	5	20	0.5	2	40	6.5	26	0.5	2
32	1	1	0	1	6	3	6	24	0.5	2	69	0	0	0	0	0	0	0	0	0	0	0	60	5	20	0.5	2	67	8	32	0.5	2
32	3	3	0	1	5	3	6	24	0.5	2	69	0	0	0	0	0	0	0	0	0	0	0	67	5	20	0.5	2	60	6.5	26	0.5	2
32	6	6	0	2	3	3	6	24	0.5	2	69	0	1	0	0	0	0	0	0	0	0	0	67	5	20	0.5	2	67	6.5	26	0.5	2
32	10	10	0	1	1	3	6	24	0.5	2	74	0	1	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	72	6.5	26	0.5	2
33	3	3	0	1	5	3	6.5	26	0.5	2	60	0	0	0	0	0	0	0	0	0	0	0	69	6	24	0.5	2	60	8	32	0.5	2
33	5	5	0	2	4	3	6.5	26	0.5	2	40	0	1	0	0	0	0	0	0	0	0	0	41	5.5	22	0.5	2	41	7	28	0.5	2
33	6	6	0	2	3	3	6.5	26	0.5	2	67	0	0	0	0	0	0	0	0	0	0	0	69	6	24	0.5	2	69	7.5	30	0.5	2
33	10	10	0	1	1	3	6.5	26	0.5	2	72	0	0	0	0	0	0	0	0	0	0	0	74	6	24	0.5	2	74	7.5	30	0.5	2
34	5	5	0	2	4	3	7	28	0.5	2	41	0	0	0	0	0	0	0	0	0	0	0	40	6.5	26	0.5	2	40	8	32	0.5	2
35	6	6	0	2	3	3	7.5	30	0.5	2	69	0	0	0	0	0	0	0	0	0	0	0	67	6.5	26	0.5	2	67	8	32	0.5	2
35	10	10	0	1	1	3	7.5	30	0.5	2	74	0	1	0	0	0	0	0	0	0	0	0	72	6.5	26	0.5	2	72	8	32	0.5	2
36	1	1	0	1	6	3	8	32	0.5	2	67	0	0	0	0	0	0	0	0	0	0	0	69	6	24	0.5	2	69	9	36	0.5	2
